datetime,open,high,low,close,kline_status
2024-07-03,19995.279,20186.633,19995.279,20186.633,TREND_UP
2024-07-05,20224.13,20406.995,20201.501,20391.966,TREND_UP
2024-07-08,20393.887,20455.381,20363.371,20439.542,TREND_UP
2024-07-09,20504.173,20543.903,20395.572,20453.024,TREND_UP
2024-07-10,20533.271,20690.966,20479.943,20675.379,TREND_UP
2024-07-11,20661.413,20672.102,20165.004,20211.36,TREND_DOWN
2024-07-12,20226.234,20526.084,20217.993,20331.494,INSIDE
2024-07-15,20401.016,20585.171,20304.533,20386.877,TREND_UP
2024-07-16,20441.53,20477.0,20266.51,20398.62,TREND_DOWN
2024-07-17,20041.31,20080.27,19793.75,19799.14,TREND_DOWN
2024-07-18,19936.24,19947.98,19575.79,19705.09,TREND_DOWN
2024-07-19,19687.8,19784.48,19479.38,19522.62,TREND_DOWN
2024-07-22,19751.02,19861.72,19638.37,19822.87,TREND_UP
2024-07-23,19783.33,19904.6,19736.22,19754.34,TREND_UP
2024-07-24,19475.66,19482.55,19005.47,19032.39,TREND_DOWN
2024-07-25,19041.15,19227.2,18721.71,18830.58,TREND_DOWN
2024-07-26,18990.2,19142.68,18899.31,19023.66,INSIDE
2024-07-29,19122.43,19224.59,18974.51,19059.49,TREND_UP
2024-07-30,19129.56,19165.42,18667.22,18796.27,TREND_DOWN
2024-07-31,19222.85,19426.62,19162.91,19362.43,TREND_UP
2024-08-01,19375.97,19538.97,18737.09,18890.39,OUTSIDE
2024-08-02,18494.24,18628.78,18263.5,18440.85,TREND_DOWN
2024-08-05,17444.4,18169.49,17435.39,17895.16,TREND_DOWN
2024-08-06,17961.45,18368.68,17858.82,18077.92,TREND_UP
2024-08-07,18345.45,18445.75,17851.08,17867.37,OUTSIDE
2024-08-08,18102.05,18445.41,17965.07,18413.82,INSIDE
2024-08-09,18373.89,18567.63,18313.78,18513.1,TREND_UP
2024-08-12,18548.23,18665.75,18433.61,18542.03,TREND_UP
2024-08-13,18724.84,19013.01,18723.74,19006.43,TREND_UP
2024-08-14,19043.76,19103.0,18837.1,19022.68,TREND_UP
2024-08-15,19251.86,19502.92,19239.94,19490.15,TREND_UP
2024-08-16,19393.73,19561.24,19376.72,19508.52,TREND_UP
2024-08-19,19521.93,19767.43,19445.1,19766.49,TREND_UP
2024-08-20,19736.35,19835.38,19652.18,19719.82,TREND_UP
2024-08-21,19758.47,19885.34,19690.64,19824.84,TREND_UP
2024-08-22,19911.28,19938.89,19459.86,19491.84,OUTSIDE
2024-08-23,19669.78,19818.4,19526.63,19720.87,INSIDE
2024-08-26,19679.24,19726.9,19437.34,19516.44,TREND_DOWN
2024-08-27,19450.57,19617.92,19369.53,19581.52,TREND_DOWN
2024-08-28,19567.45,19587.04,19221.48,19350.78,TREND_DOWN
2024-08-29,19425.28,19622.73,19281.65,19325.45,TREND_UP
2024-08-30,19506.27,19582.17,19326.61,19574.64,INSIDE
2024-09-03,19438.1,19438.1,18869.8,18958.74,TREND_DOWN
2024-09-04,18832.64,19070.82,18808.76,18921.4,TREND_DOWN
2024-09-05,18864.42,19102.36,18806.83,18930.33,OUTSIDE
2024-09-06,18903.03,18930.77,18400.97,18421.31,TREND_DOWN
2024-09-09,18579.8,18693.86,18469.4,18660.78,INSIDE
2024-09-10,18722.15,18845.74,18570.67,18829.14,TREND_UP
2024-09-11,18866.0,19266.39,18531.58,19237.3,OUTSIDE
2024-09-12,19236.42,19456.41,19166.8,19423.07,TREND_UP
2024-09-13,19396.1,19556.8,19384.69,19514.58,TREND_UP
2024-09-16,19412.79,19446.06,19294.18,19423.06,TREND_DOWN
2024-09-17,19539.75,19596.34,19337.12,19432.4,TREND_UP
2024-09-18,19478.51,19643.51,19330.81,19344.49,OUTSIDE
2024-09-19,19798.71,19951.79,19723.94,19839.83,TREND_UP
2024-09-20,19816.29,19845.7,19632.73,19791.49,TREND_DOWN
2024-09-23,19848.71,19892.78,19797.82,19852.2,TREND_UP
2024-09-24,19917.56,19984.47,19739.67,19944.84,OUTSIDE
2024-09-25,19922.28,20043.43,19921.22,19972.61,TREND_UP
2024-09-26,20273.3,20273.3,19966.99,20115.54,TREND_UP
2024-09-27,20147.27,20152.53,19964.13,20008.62,TREND_DOWN
2024-09-30,19959.26,20072.42,19852.85,20060.69,TREND_DOWN
2024-10-01,20046.06,20056.2,19622.29,19773.3,TREND_DOWN
2024-10-02,19725.95,19876.7,19630.91,19802.58,INSIDE
2024-10-03,19712.33,19902.7,19688.22,19793.34,TREND_UP
2024-10-04,20025.16,20045.69,19829.49,20035.02,TREND_UP
2024-10-07,19954.66,19990.12,19763.04,19800.74,TREND_DOWN
2024-10-08,19902.21,20132.67,19881.08,20107.78,TREND_UP
2024-10-09,20097.56,20284.42,20047.86,20268.86,TREND_UP
2024-10-10,20165.25,20314.24,20117.2,20241.76,TREND_UP
2024-10-11,20154.83,20313.2,20142.18,20271.97,INSIDE
2024-10-14,20366.06,20493.9,20355.06,20439.05,TREND_UP
2024-10-15,20442.77,20484.31,20083.55,20159.83,TREND_DOWN
2024-10-16,20172.87,20200.59,20036.73,20174.05,TREND_DOWN
2024-10-17,20375.29,20377.65,20186.43,20190.42,TREND_UP
2024-10-18,20288.48,20360.29,20273.55,20324.04,INSIDE
2024-10-21,20280.49,20386.68,20193.03,20361.47,OUTSIDE
2024-10-22,20256.97,20437.93,20218.85,20383.65,TREND_UP
2024-10-23,20303.55,20312.78,19934.92,20066.96,TREND_DOWN
2024-10-24,20197.62,20256.38,20116.88,20232.87,INSIDE
2024-10-25,20354.91,20552.82,20322.25,20352.02,TREND_UP
2024-10-28,20455.01,20470.43,20344.82,20351.07,INSIDE
2024-10-29,20369.08,20600.1,20294.58,20550.65,OUTSIDE
2024-10-30,20510.92,20559.52,20378.75,20387.7,INSIDE
2024-10-31,20227.189,20227.189,19880.258,19890.415,TREND_DOWN
2024-11-01,19955.83,20162.54,19950.99,20033.14,INSIDE
2024-11-04,20011.55,20106.99,19898.57,19963.6,TREND_DOWN
2024-11-05,20042.93,20249.2,20042.93,20227.46,TREND_UP
2024-11-06,20571.29,20807.03,20526.64,20781.33,TREND_UP
2024-11-07,20896.41,21132.8,20896.41,21101.57,TREND_UP
2024-11-08,21083.58,21155.0,21050.32,21117.18,TREND_UP
2024-11-11,21171.24,21182.02,20993.48,21106.59,OUTSIDE
2024-11-12,21105.49,21144.67,20946.74,21070.79,TREND_DOWN
2024-11-13,21049.66,21154.94,20955.24,21036.16,TREND_UP
2024-11-14,21052.07,21067.66,20864.02,20896.67,TREND_DOWN
2024-11-15,20679.98,20684.57,20315.08,20394.13,TREND_DOWN
2024-11-18,20450.2,20622.28,20401.26,20539.19,INSIDE
2024-11-19,20435.68,20696.47,20423.3,20684.59,TREND_UP
2024-11-20,20660.84,20676.57,20402.55,20667.1,TREND_DOWN
2024-11-21,20775.27,20814.93,20436.8,20740.78,TREND_UP
2024-11-22,20737.49,20797.24,20655.72,20776.23,INSIDE
2024-11-25,20918.76,20998.48,20712.38,20804.89,TREND_UP
2024-11-26,20871.55,20944.9,20832.4,20922.9,INSIDE
2024-11-27,20852.43,20853.08,20615.42,20744.49,TREND_DOWN
2024-11-29,20771.0197,20956.3076,20751.9639,20930.37,TREND_UP
2024-12-02,20971.76,21201.03,20971.76,21164.6,TREND_UP
2024-12-03,21106.51,21235.79,21081.81,21229.32,TREND_UP
2024-12-04,21361.81,21498.44,21340.84,21492.36,TREND_UP
2024-12-05,21488.52,21517.49,21411.53,21425.22,TREND_UP
2024-12-06,21458.58,21626.31,21449.62,21622.25,TREND_UP
2024-12-09,21573.76,21609.99,21400.77,21440.82,TREND_DOWN
2024-12-10,21492.51,21567.02,21313.27,21368.18,TREND_DOWN
2024-12-11,21540.38,21784.71,21533.89,21763.98,TREND_UP
2024-12-12,21652.85,21715.83,21596.66,21615.27,INSIDE
2024-12-13,21789.65,21886.74,21646.09,21780.25,TREND_UP
2024-12-16,21891.36,22133.22,21879.74,22096.66,TREND_UP
2024-12-17,22003.64,22062.0,21921.21,22001.08,INSIDE
2024-12-18,21979.53,22038.08,21146.83,21209.31,TREND_DOWN
2024-12-19,21358.79,21413.74,21093.45,21110.51,TREND_DOWN
2024-12-20,20939.64,21540.32,20913.72,21289.15,OUTSIDE
2024-12-23,21364.26,21510.09,21224.27,21503.17,INSIDE
2024-12-24,21564.3691,21797.6509,21558.9663,21797.65,TREND_UP
2024-12-26,21733.98,21837.7,21645.62,21768.31,TREND_UP
2024-12-27,21633.1,21642.26,21292.19,21473.01,TREND_DOWN
2024-12-30,21189.1,21346.06,21046.63,21197.09,TREND_DOWN
2024-12-31,21256.02,21276.14,20979.52,21012.17,TREND_DOWN
2025-01-02,21120.05,21236.59,20800.5,20975.62,TREND_DOWN
2025-01-03,21096.79,21359.63,21075.89,21326.16,TREND_UP
2025-01-06,21551.18,21703.49,21462.52,21559.5,TREND_UP
2025-01-07,21619.89,21621.25,21101.09,21173.04,TREND_DOWN
2025-01-08,21156.76,21242.61,20992.08,21180.96,TREND_DOWN
2025-01-10,21012.29,21015.51,20718.78,20847.58,TREND_DOWN
2025-01-13,20593.65,20797.1,20538.33,20784.72,TREND_DOWN
2025-01-14,20896.36,20969.52,20622.72,20757.41,TREND_UP
2025-01-15,21067.81,21286.01,21024.27,21237.85,TREND_UP
2025-01-16,21324.98,21330.59,21087.85,21091.25,TREND_UP
2025-01-17,21461.9,21515.76,21334.63,21441.15,TREND_UP
2025-01-21,21557.82,21620.23,21379.06,21566.51,TREND_UP
2025-01-22,21756.23,21943.04,21756.23,21853.0,TREND_UP
2025-01-23,21737.24,21900.93,21722.04,21900.93,TREND_DOWN
2025-01-24,21915.48,21945.48,21709.06,21774.01,OUTSIDE
2025-01-27,21000.17,21292.54,20974.9,21127.28,TREND_DOWN
2025-01-28,21186.08,21500.73,21043.13,21463.04,TREND_UP
2025-01-29,21473.01,21477.88,21251.8,21411.46,INSIDE
2025-01-30,21519.81,21623.45,21308.69,21508.12,TREND_UP
2025-01-31,21661.56,21846.01,21425.79,21478.05,TREND_UP
2025-02-03,21084.64,21406.58,21004.35,21297.58,TREND_DOWN
2025-02-04,21319.58,21582.4,21308.24,21566.92,TREND_UP
2025-02-05,21453.87,21662.98,21408.64,21658.16,TREND_UP
2025-02-06,21674.17,21776.08,21618.25,21774.07,TREND_UP
2025-02-07,21776.28,21869.32,21465.46,21491.31,OUTSIDE
2025-02-10,21670.06,21793.13,21645.17,21756.73,INSIDE
2025-02-11,21629.11,21776.25,21625.51,21693.52,TREND_DOWN
2025-02-12,21475.41,21745.66,21454.19,21719.26,TREND_DOWN
2025-02-13,21786.16,22038.15,21758.04,22030.71,TREND_UP
2025-02-14,22038.61,22139.43,22010.35,22114.69,TREND_UP
2025-02-18,22176.01,22191.37,22029.58,22164.61,TREND_UP
2025-02-19,22121.73,22222.61,22045.75,22175.6,TREND_UP
2025-02-20,22132.71,22148.44,21878.75,22068.06,TREND_DOWN
2025-02-21,22110.54,22115.21,21597.16,21614.08,TREND_DOWN
2025-02-24,21669.36,21727.58,21341.96,21352.08,TREND_DOWN
2025-02-25,21318.77,21326.81,20930.58,21087.25,TREND_DOWN
2025-02-26,21170.51,21350.52,21012.62,21132.92,TREND_UP
2025-02-27,21281.36,21323.91,20540.68,20550.95,TREND_DOWN
2025-02-28,20518.65,20900.77,20407.45,20884.41,TREND_DOWN
2025-03-03,20989.58,21073.8,20279.5,20425.58,OUTSIDE
2025-03-04,20281.89,20688.46,20034.68,20352.53,TREND_DOWN
2025-03-05,20363.22,20688.72,20182.57,20628.46,TREND_UP
2025-03-06,20231.74,20473.4,19968.56,20052.63,TREND_DOWN
2025-03-07,20015.62,20253.22,19736.81,20201.37,TREND_DOWN
2025-03-10,19826.96,19867.08,19243.31,19430.95,TREND_DOWN
2025-03-11,19405.52,19659.43,19180.56,19376.96,TREND_DOWN
2025-03-12,19663.39,19756.09,19375.25,19596.02,TREND_UP
2025-03-13,19534.37,19558.56,19152.57,19225.48,TREND_DOWN
2025-03-14,19458.89,19729.21,19436.04,19704.64,TREND_UP
2025-03-17,19670.69,19943.81,19622.47,19812.24,TREND_UP
2025-03-18,19657.1,19676.05,19397.07,19483.36,TREND_DOWN
2025-03-19,19576.32,19921.62,19497.79,19736.66,TREND_UP
2025-03-20,19558.28,19888.85,19549.31,19677.61,INSIDE
2025-03-21,19466.44,19767.98,19409.18,19753.97,TREND_DOWN
2025-03-24,20041.21,20208.84,20024.97,20180.44,TREND_UP
2025-03-25,20196.5,20292.19,20164.07,20287.83,TREND_UP
2025-03-26,20239.05,20270.19,19848.49,19916.99,TREND_DOWN
2025-03-27,19814.61,20003.36,19740.22,19798.62,TREND_DOWN
2025-03-28,19718.46,19752.45,19241.54,19281.4,TREND_DOWN
2025-03-31,18998.54,19316.07,18799.2,19278.45,TREND_DOWN
2025-04-01,19192.77,19468.62,19095.17,19436.42,TREND_UP
2025-04-02,19182.39,19707.34,19157.2,19581.78,TREND_UP
2025-04-03,18774.15,18902.07,18502.97,18521.48,TREND_DOWN
2025-04-04,18022.16,18089.25,17387.83,17397.7,TREND_DOWN
2025-04-07,16771.77,18191.5,16542.2,17430.68,OUTSIDE
2025-04-08,18034.46,18207.01,16850.18,17090.4,TREND_UP
2025-04-09,17116.53,19234.02,17082.35,19145.06,TREND_UP
2025-04-10,18626.11,18710.58,17794.5,18343.57,INSIDE
2025-04-11,18309.29,18728.95,18153.32,18690.05,TREND_UP
2025-04-14,19095.49,19115.15,18614.75,18796.02,TREND_UP
2025-04-15,18831.98,19004.17,18754.87,18830.23,INSIDE
2025-04-16,18475.76,18597.32,17995.96,18257.64,TREND_DOWN
2025-04-17,18369.9,18401.05,18144.46,18258.09,INSIDE
2025-04-21,18023.01,18043.08,17592.92,17808.3,TREND_DOWN
2025-04-22,18033.9,18396.39,17993.24,18276.41,TREND_UP
2025-04-23,18870.62,19043.01,18618.89,18693.26,TREND_UP
2025-04-24,18756.53,19224.8,18744.47,19214.4,TREND_UP
2025-04-25,19209.72,19447.56,19133.23,19432.56,TREND_UP
2025-04-28,19432.72,19519.33,19162.46,19427.29,TREND_UP
2025-04-29,19315.95,19582.77,19304.83,19544.95,TREND_UP
2025-04-30,19168.09,19612.76,19011.98,19571.02,OUTSIDE
2025-05-01,19866.83,20024.48,19763.14,19786.71,TREND_UP
2025-05-02,19986.61,20176.6,19936.67,20102.61,TREND_UP
2025-05-05,19928.82,20100.61,19899.28,19967.94,TREND_DOWN
2025-05-06,19709.64,19927.23,19659.32,19791.35,TREND_DOWN
2025-05-07,19804.5,19960.86,19605.07,19867.97,OUTSIDE
2025-05-08,20067.43,20249.76,19907.67,20063.57,TREND_UP
2025-05-09,20170.37,20203.58,19984.53,20061.45,INSIDE
2025-05-12,20818.78,20870.12,20613.27,20868.15,TREND_UP
2025-05-13,20906.92,21259.39,20891.18,21197.7,TREND_UP
2025-05-14,21254.47,21336.48,21199.85,21319.21,TREND_UP
2025-05-15,21206.73,21443.88,21168.17,21335.82,OUTSIDE
2025-05-16,21375.62,21428.79,21246.42,21427.94,INSIDE
2025-05-19,21138.13,21464.56,21138.13,21447.05,OUTSIDE
2025-05-20,21347.63,21399.99,21226.66,21367.37,INSIDE
2025-05-21,21217.31,21482.98,21002.09,21080.36,OUTSIDE
2025-05-22,21097.46,21263.18,21046.22,21112.47,INSIDE
2025-05-23,20806.37,21025.58,20777.97,20915.65,TREND_DOWN
2025-05-27,21201.45,21429.32,21145.13,21414.99,TREND_UP
2025-05-28,21451.69,21508.08,21296.51,21318.17,TREND_UP
2025-05-29,21611.54,21611.54,21260.72,21363.95,OUTSIDE
2025-05-30,21330.85,21386.29,21032.56,21340.99,TREND_DOWN
2025-06-02,21270.57,21500.36,21199.37,21491.75,TREND_UP
2025-06-03,21529.98,21715.96,21474.51,21662.58,TREND_UP
2025-06-04,21689.02,21761.37,21607.33,21721.92,TREND_UP
2025-06-05,21782.34,21891.89,21472.77,21547.43,OUTSIDE
2025-06-06,21777.5,21836.57,21696.69,21761.79,INSIDE
2025-06-09,21779.18,21855.15,21729.3,21797.87,TREND_UP
2025-06-10,21819.78,21961.42,21727.34,21941.92,OUTSIDE
2025-06-11,21994.16,22041.83,21775.27,21860.8,TREND_UP
2025-06-12,21826.79,21952.0,21807.0,21913.32,INSIDE
2025-06-13,21675.94,21838.47,21591.11,21631.04,TREND_DOWN
2025-06-16,21783.08,21979.77,21783.08,21937.57,TREND_UP
2025-06-17,21858.89,21896.42,21680.17,21719.08,TREND_DOWN
2025-06-18,21745.5,21863.0,21660.52,21719.69,TREND_DOWN
2025-06-20,21834.49,21902.99,21552.8,21626.39,OUTSIDE
2025-06-23,21632.78,21871.87,21532.32,21856.33,TREND_DOWN
2025-06-24,22053.33,22220.64,22045.63,22190.52,TREND_UP
2025-06-25,22279.69,22329.23,22175.08,22237.74,TREND_UP
2025-06-26,22328.24,22466.99,22255.27,22447.29,TREND_UP
2025-06-27,22484.87,22603.22,22382.79,22534.2,TREND_UP
2025-06-30,22632.92,22721.5,22565.11,22679.01,TREND_UP
2025-07-01,22594.48,22631.26,22388.09,22478.14,TREND_DOWN
2025-07-02,22451.81,22644.72,22448.07,22641.89,TREND_UP
2025-07-03,22751.6412,22896.0105,22736.0787,22866.97,TREND_UP
2025-07-07,22754.38,22776.21,22587.47,22685.57,TREND_DOWN
2025-07-08,22735.26,22761.8,22652.44,22702.25,INSIDE
2025-07-09,22800.36,22915.33,22733.65,22864.91,TREND_UP
2025-07-10,22890.43,22907.04,22716.41,22829.26,TREND_DOWN
2025-07-11,22757.99,22837.38,22692.8,22780.6,TREND_DOWN
2025-07-14,22780.19,22886.94,22675.28,22855.63,OUTSIDE
2025-07-15,23036.86,23051.87,22876.47,22884.59,TREND_UP
2025-07-16,22895.3,22928.55,22669.37,22907.97,TREND_DOWN
2025-07-17,22931.02,23104.72,22905.51,23081.05,TREND_UP
2025-07-18,23135.09,23153.21,23018.36,23065.47,TREND_UP
2025-07-21,23124.97,23264.45,23122.93,23180.06,TREND_UP
2025-07-22,23182.02,23186.36,22953.85,23063.58,TREND_DOWN
2025-07-23,23100.25,23168.49,23000.46,23162.41,INSIDE
2025-07-24,23228.79,23268.49,23150.27,23219.86,TREND_UP
2025-07-25,23204.66,23326.3,23193.99,23272.25,TREND_UP
2025-07-28,23343.13,23386.76,23299.81,23356.27,TREND_UP
2025-07-29,23477.84,23510.92,23283.4,23308.3,OUTSIDE
2025-07-30,23337.33,23447.15,23226.92,23345.41,TREND_DOWN
2025-07-31,23589.37,23589.37,23176.12,23218.12,OUTSIDE
2025-08-01,22941.06,22972.47,22673.88,22763.31,TREND_DOWN
2025-08-04,22986.77,23191.04,22973.6,23188.61,TREND_UP
2025-08-05,23235.31,23286.05,23008.14,23018.56,TREND_UP
2025-08-06,23070.95,23330.49,23042.27,23315.04,TREND_UP
2025-08-07,23483.42,23560.73,23225.72,23389.53,TREND_UP
2025-08-08,23458.14,23619.24,23437.61,23611.27,TREND_UP
2025-08-11,23629.02,23698.0,23484.25,23526.63,TREND_UP
