datetime,open,high,low,close,volume,kline_status
2024-01-02,1715.0,1718.19,1678.1,1685.01,3215644.0,INITIAL
2024-01-03,1681.11,1695.22,1676.33,1694.0,2022929.0,TREND_DOWN
2024-01-04,1693.0,1693.0,1662.93,1669.0,2155107.0,TREND_DOWN
2024-01-05,1661.33,1678.66,1652.11,1663.36,2024286.0,TREND_DOWN
2024-01-08,1661.0,1662.0,1640.01,1643.99,2558620.0,TREND_DOWN
2024-01-09,1641.01,1652.32,1635.07,1641.0,2441204.0,TREND_DOWN
2024-01-10,1641.1,1659.46,1638.0,1641.5,1735067.0,TREND_UP
2024-01-11,1640.1,1657.94,1638.06,1646.57,1644055.0,INSIDE
2024-01-12,1639.97,1651.26,1639.4,1643.06,1160324.0,INSIDE
2024-01-15,1635.0,1654.97,1634.45,1640.0,1785403.0,OUTSIDE
2024-01-16,1638.5,1647.0,1624.94,1639.43,2590314.0,TREND_DOWN
2024-01-17,1630.0,1635.48,1577.0,1577.0,5163276.0,TREND_DOWN
2024-01-18,1574.0,1612.8,1555.55,1610.87,6043981.0,TREND_DOWN
2024-01-19,1608.87,1638.01,1600.88,1635.0,4637843.0,TREND_UP
2024-01-22,1629.0,1643.0,1618.88,1642.0,4694589.0,TREND_UP
2024-01-23,1632.01,1639.95,1609.0,1619.0,3483490.0,TREND_DOWN
2024-01-24,1629.0,1633.84,1603.56,1626.0,3321635.0,TREND_DOWN
2024-01-25,1626.82,1641.0,1622.0,1638.0,3120580.0,TREND_UP
2024-01-26,1630.36,1644.1,1623.0,1637.32,2695475.0,TREND_UP
2024-01-29,1640.3,1660.58,1640.29,1650.0,3142068.0,TREND_UP
2024-01-30,1649.98,1649.98,1610.0,1613.0,3086633.0,TREND_DOWN
2024-01-31,1613.0,1619.97,1598.13,1604.91,2964912.0,TREND_DOWN
2024-02-01,1605.5,1623.89,1601.0,1610.03,2648515.0,TREND_UP
2024-02-02,1615.0,1627.78,1581.0,1596.0,3938202.0,OUTSIDE
2024-02-05,1596.0,1637.44,1595.25,1630.01,5313036.0,TREND_UP
2024-02-06,1630.01,1685.48,1626.1,1676.0,5247204.0,TREND_UP
2024-02-07,1681.03,1714.59,1661.61,1710.99,5260107.0,TREND_UP
2024-02-08,1720.01,1725.0,1685.0,1706.0,4675654.0,TREND_UP
2024-02-19,1737.87,1737.93,1688.0,1695.43,3697744.0,TREND_UP
2024-02-20,1697.36,1697.36,1656.56,1670.0,3447007.0,TREND_DOWN
2024-02-21,1666.02,1731.0,1662.0,1717.66,4615407.0,TREND_UP
2024-02-22,1707.5,1723.01,1700.53,1718.38,2279361.0,INSIDE
2024-02-23,1711.11,1724.38,1700.02,1714.09,2730589.0,OUTSIDE
2024-02-26,1708.0,1708.74,1685.02,1694.98,2731832.0,TREND_DOWN
2024-02-27,1683.0,1692.92,1678.0,1689.5,2207985.0,TREND_DOWN
2024-02-28,1688.92,1696.57,1674.01,1681.55,3186731.0,OUTSIDE
2024-02-29,1681.55,1696.5,1679.2,1695.0,2475833.0,INSIDE
2024-03-01,1690.0,1694.97,1676.68,1685.06,2686796.0,TREND_DOWN
2024-03-04,1679.0,1680.99,1670.05,1676.3,2648477.0,TREND_DOWN
2024-03-05,1670.81,1697.0,1666.68,1695.1,3623837.0,OUTSIDE
2024-03-06,1691.0,1695.0,1678.02,1680.55,2214248.0,INSIDE
2024-03-07,1680.0,1689.8,1678.0,1683.63,2159912.0,TREND_DOWN
