datetime,open,high,low,close,volume,kline_status
2024-01-02,101.81,101.83,101.56,101.61,13807,INITIAL
2024-01-03,101.53,101.64,101.24,101.63,22925,TREND_DOWN
2024-01-04,101.7,101.93,101.63,101.76,17729,TREND_UP
2024-01-05,101.97,102.31,101.9,102.16,26158,TREND_UP
2024-01-08,102.22,102.33,102.07,102.15,16096,TREND_UP
2024-01-09,102.42,102.82,102.35,102.8,27446,TREND_UP
2024-01-10,102.75,102.79,102.49,102.61,21712,INSIDE
2024-01-11,102.36,102.7,102.2,102.52,25359,TREND_DOWN
2024-01-12,102.4,102.41,102.07,102.07,35398,TREND_DOWN
2024-01-15,101.85,102.41,101.7,102.32,25634,OUTSIDE
2024-01-16,102.35,102.5,102.19,102.32,21515,TREND_UP
2024-01-17,102.2,102.64,102.2,102.61,19605,TREND_UP
2024-01-18,102.7,102.88,102.55,102.61,24689,TREND_UP
2024-01-19,102.7,103.02,102.68,102.97,20085,TREND_UP
2024-01-22,102.94,103.81,102.92,103.68,27248,TREND_UP
2024-01-23,103.68,103.75,103.36,103.56,29013,INSIDE
2024-01-24,103.46,103.94,103.32,103.67,29657,OUTSIDE
2024-01-25,103.4,103.79,103.15,103.55,32353,TREND_DOWN
2024-01-26,103.61,103.74,103.5,103.55,21687,INSIDE
2024-01-29,103.5,103.87,103.4,103.79,24007,OUTSIDE
2024-01-30,104.1,104.67,104.09,104.6,24843,TREND_UP
2024-01-31,105.39,105.45,104.98,105.43,34071,TREND_UP
2024-02-01,105.3,105.48,104.94,105.14,31562,OUTSIDE
2024-02-02,105.11,105.27,105.02,105.14,21661,INSIDE
2024-02-05,105.85,105.9,105.43,105.64,24690,TREND_UP
2024-02-06,105.54,105.58,104.65,104.65,31218,TREND_DOWN
2024-02-07,104.58,105.35,104.5,105.18,23675,TREND_DOWN
2024-02-08,105.12,105.45,104.58,104.79,17946,TREND_UP
2024-02-19,104.79,105.23,104.64,105.16,9735,INSIDE
2024-02-20,105.22,105.39,105.07,105.33,23191,TREND_UP
2024-02-21,105.43,105.59,104.97,105.33,31052,OUTSIDE
2024-02-22,105.28,105.54,105.13,105.54,23177,INSIDE
2024-02-23,105.6,106.02,105.55,105.83,29772,TREND_UP
2024-02-26,105.82,106.33,105.68,106.33,27008,TREND_UP
2024-02-27,106.78,106.94,106.47,106.57,34223,TREND_UP
2024-02-28,106.7,106.91,106.28,106.91,32084,TREND_DOWN
2024-02-29,107.2,107.56,106.97,107.34,37394,TREND_UP
2024-03-01,107.0,107.07,106.0,106.15,49697,TREND_DOWN
2024-03-04,106.61,107.18,106.6,107.05,37416,TREND_UP
2024-03-05,106.85,107.08,106.4,106.66,43610,TREND_DOWN
2024-03-06,106.79,107.46,106.67,107.28,44121,TREND_UP
2024-03-07,107.88,108.09,106.75,107.19,58164,TREND_UP
2024-03-08,107.23,107.46,106.74,106.89,44093,TREND_DOWN
2024-03-11,106.84,107.08,106.16,106.24,44776,TREND_DOWN
2024-03-12,105.7,105.9,105.04,105.04,59262,TREND_DOWN
2024-03-13,104.95,105.83,104.5,105.7,77721,TREND_DOWN
2024-03-14,105.47,105.86,105.1,105.61,52902,TREND_UP
2024-03-15,105.4,106.2,105.4,105.94,48570,TREND_UP
2024-03-18,105.9,106.35,105.76,106.34,35697,TREND_UP
2024-03-19,106.66,107.13,106.28,107.03,46256,TREND_UP
2024-03-20,106.75,106.99,106.53,106.55,34844,INSIDE
2024-03-21,106.2,106.59,105.92,106.39,48793,TREND_DOWN
2024-03-22,106.48,106.75,105.48,105.49,47569,OUTSIDE
2024-03-25,105.74,105.92,105.17,105.54,50389,TREND_DOWN
2024-03-26,105.54,105.64,105.2,105.36,39562,INSIDE
2024-03-27,105.45,105.9,105.28,105.82,38773,TREND_UP
2024-03-28,105.94,106.26,105.72,105.83,48412,TREND_UP
2024-03-29,105.7,106.64,105.59,106.61,46295,OUTSIDE
2024-04-01,106.17,106.18,105.65,105.8,43377,INSIDE
2024-04-02,106.0,106.16,105.83,106.05,33524,INSIDE
2024-04-03,106.16,106.6,106.16,106.39,33276,TREND_UP
2024-04-08,106.3,106.9,106.26,106.64,34382,TREND_UP
2024-04-09,106.63,106.97,106.58,106.88,25377,TREND_UP
2024-04-10,106.4,106.74,106.27,106.44,32291,TREND_DOWN
2024-04-11,106.29,106.58,105.71,105.86,45626,TREND_DOWN
2024-04-12,106.16,106.47,106.03,106.17,42882,INSIDE
2024-04-15,106.25,106.45,106.01,106.17,37206,TREND_DOWN
2024-04-16,106.17,106.6,106.05,106.6,33999,TREND_UP
2024-04-17,106.83,107.0,106.4,106.67,43884,TREND_UP
2024-04-18,106.7,107.45,106.7,107.43,46984,TREND_UP
2024-04-19,107.4,107.58,107.23,107.44,35887,TREND_UP
2024-04-22,107.68,107.95,107.64,107.82,28623,TREND_UP
2024-04-23,107.97,108.48,107.91,108.35,42623,TREND_UP
2024-04-24,107.8,107.8,107.06,107.1,52806,TREND_DOWN
2024-04-25,107.11,107.24,106.64,106.76,53157,TREND_DOWN
2024-04-26,106.82,106.97,106.14,106.26,46984,TREND_DOWN
2024-04-29,105.66,105.74,104.98,105.39,64461,TREND_DOWN
2024-04-30,105.9,106.22,105.73,106.2,37772,TREND_UP
2024-05-06,105.99,106.08,105.68,105.82,37552,TREND_DOWN
2024-05-07,105.86,106.36,105.86,106.23,37057,TREND_UP
2024-05-08,106.12,106.57,106.05,106.39,30262,TREND_UP
2024-05-09,106.18,106.35,105.74,105.85,32949,TREND_DOWN
2024-05-10,106.03,106.26,105.51,105.7,38463,TREND_DOWN
2024-05-13,106.05,106.6,105.98,106.43,38159,TREND_UP
2024-05-14,106.57,106.86,106.44,106.56,24845,TREND_UP
2024-05-15,106.64,106.73,106.26,106.43,21412,TREND_DOWN
2024-05-16,106.0,106.08,105.56,105.72,38296,TREND_DOWN
2024-05-17,105.4,105.83,105.02,105.42,53029,TREND_DOWN
2024-05-20,105.6,105.9,105.5,105.74,31234,TREND_UP
2024-05-21,105.64,105.73,105.44,105.67,31254,TREND_DOWN
2024-05-22,105.65,106.09,105.65,105.97,32792,TREND_UP
2024-05-23,106.14,106.52,106.13,106.41,39491,TREND_UP
2024-05-24,106.55,106.69,106.2,106.24,37993,TREND_UP
2024-05-27,106.17,106.48,106.1,106.4,33157,TREND_DOWN
2024-05-28,106.5,106.94,106.47,106.91,38205,TREND_UP
2024-05-29,107.18,107.31,107.0,107.1,28357,TREND_UP
2024-05-30,107.15,107.39,106.74,106.9,42428,OUTSIDE
2024-05-31,106.63,106.95,106.43,106.46,47697,TREND_DOWN
2024-06-03,106.58,106.94,106.57,106.76,31944,INSIDE
2024-06-04,106.8,106.9,106.64,106.89,28792,INSIDE
2024-06-05,106.96,107.11,106.88,107.01,26552,TREND_UP
2024-06-06,107.12,107.13,106.91,107.06,26775,TREND_UP
2024-06-07,107.0,107.22,106.93,107.22,24731,TREND_UP
2024-06-11,107.25,107.57,107.13,107.44,31164,TREND_UP
2024-06-12,107.46,107.55,107.27,107.29,29812,INSIDE
2024-06-13,107.5,107.69,107.45,107.62,28901,TREND_UP
2024-06-14,107.8,108.0,107.69,107.86,35245,TREND_UP
2024-06-17,107.81,108.1,107.77,108.04,28177,TREND_UP
2024-06-18,108.28,108.52,108.16,108.32,38770,TREND_UP
2024-06-19,108.5,108.54,108.06,108.39,42098,OUTSIDE
2024-06-20,108.58,108.78,108.38,108.77,32313,TREND_UP
2024-06-21,108.56,108.58,108.1,108.32,34988,TREND_DOWN
2024-06-24,108.31,108.77,108.18,108.73,28846,TREND_UP
2024-06-25,108.96,109.14,108.86,109.04,34582,TREND_UP
2024-06-26,109.0,109.16,108.88,108.98,27405,TREND_UP
2024-06-27,108.97,109.48,108.96,109.47,34200,TREND_UP
2024-06-28,109.55,109.73,109.25,109.49,34883,TREND_UP
2024-07-01,109.6,110.1,108.24,108.44,85008,OUTSIDE
2024-07-02,108.31,108.8,108.31,108.75,46520,INSIDE
2024-07-03,108.73,109.1,108.61,109.01,42086,TREND_UP
2024-07-04,108.8,109.02,108.65,108.77,34912,INSIDE
2024-07-05,108.63,108.71,108.21,108.41,51636,TREND_DOWN
2024-07-08,108.0,108.14,107.68,108.08,45269,TREND_DOWN
2024-07-09,108.31,108.5,108.2,108.39,34830,TREND_UP
2024-07-10,108.35,108.5,108.27,108.46,29336,INSIDE
2024-07-11,108.44,108.55,108.36,108.52,24941,TREND_UP
2024-07-12,108.7,108.93,108.66,108.88,28090,TREND_UP
2024-07-15,108.96,109.12,108.9,109.08,26617,TREND_UP
2024-07-16,109.1,109.22,108.51,109.07,38085,OUTSIDE
2024-07-17,109.15,109.2,108.9,109.09,28263,INSIDE
2024-07-18,108.99,108.99,108.74,108.82,26097,TREND_DOWN
2024-07-19,108.86,109.1,108.82,109.09,25950,TREND_UP
2024-07-22,109.25,109.5,109.11,109.41,32575,TREND_UP
2024-07-23,109.52,109.62,109.46,109.57,26967,TREND_UP
2024-07-24,109.53,109.74,109.4,109.68,34357,OUTSIDE
2024-07-25,109.9,110.18,109.85,110.12,41661,TREND_UP
2024-07-26,110.55,110.58,110.19,110.42,36147,TREND_UP
2024-07-29,110.53,110.95,110.49,110.93,30188,TREND_UP
2024-07-30,111.21,111.48,110.95,111.36,49722,TREND_UP
2024-07-31,111.51,111.75,111.08,111.09,41684,TREND_UP
2024-08-01,111.12,111.7,111.12,111.55,39738,INSIDE
2024-08-02,111.93,112.14,111.46,111.9,47580,TREND_UP
2024-08-05,112.21,113.0,112.12,112.97,48873,TREND_UP
2024-08-06,111.88,112.19,111.59,111.96,54090,TREND_DOWN
2024-08-07,112.19,112.52,112.03,112.51,37288,TREND_UP
2024-08-08,112.04,112.15,111.31,111.81,63741,TREND_DOWN
2024-08-09,111.02,111.47,110.99,111.45,51159,TREND_DOWN
2024-08-12,110.88,110.88,109.96,110.14,51140,TREND_DOWN
2024-08-13,110.36,111.03,110.29,110.89,42642,TREND_UP
2024-08-14,111.59,111.89,111.28,111.54,50577,TREND_UP
2024-08-15,111.76,111.81,110.97,111.08,41287,TREND_DOWN
